gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
HPS5,0.301531931259273,4.80072239623416,6.7287873050596,3.96318878303493e-06,0.0474472961104942,3.98354965824135
ACTR2,0.216636633935543,6.70261720339743,5.16329676726789,8.35203350720198e-05,0.25321036997077,1.50794633668718
GATAD1,0.158737489984527,6.65425804150165,4.97906189423831,0.000122004442279522,0.25321036997077,1.1899767886575
MAGT1,-0.284093608162135,6.52089710886993,-4.87778007624435,0.000150500462821324,0.25321036997077,1.01307676261197
CCKBR,-0.122831509511319,5.30035916345498,-4.66250142000925,0.000235940689067338,0.25321036997077,0.632447795481134
LACTB2,-0.181383108400358,5.65589447510182,-4.60439709401577,0.000266582195466012,0.25321036997077,0.528703139569835
CD226,-0.0816183856060783,4.17894613219792,-4.58987455328686,0.000274856064908682,0.25321036997077,0.502709771180168
NOD2,-0.0658924389073598,3.78262314096959,-4.52905385622759,0.000312452103268727,0.25321036997077,0.393581001413263
BFSP1,-0.074698415207096,4.66951320680077,-4.49325379054735,0.000336991760385979,0.25321036997077,0.329148920915095
YWHAB,-0.136612027627643,9.23772223497987,-4.40821628198074,0.000403452938585187,0.25321036997077,0.175541526966117
ATXN7,0.132895640171172,7.00220034431614,4.38272095510666,0.000425869725313694,0.25321036997077,0.129340915102203
SOBP,-0.18216552942634,6.22109484932972,-4.30077855910272,0.00050686253649387,0.25321036997077,-0.0195818352053729
PYROXD1,-0.153992829186876,5.68410210518925,-4.2646937703987,0.000547331089192855,0.25321036997077,-0.0853621540629446
CAMTA1,-0.0902277914234498,3.78521589416415,-4.25568559483237,0.000557935105726586,0.25321036997077,-0.101801652017645
HNRNPF,0.213777297351959,6.66645310828811,4.21305406120934,0.000611015109657279,0.25321036997077,-0.17969720329017
PIK3C2G,-0.149419691293063,5.61958037860997,-4.20922891216261,0.00061602108453022,0.25321036997077,-0.186693936916947
COX11,-0.136726844983363,6.15853509690831,-4.20850445536929,0.000616973850124621,0.25321036997077,-0.188019206048232
CXCR6,0.143617736371641,5.4236616221572,4.18312188538096,0.000651314827133973,0.25321036997077,-0.234479258868326
SYNE2,0.132019193379425,6.38899575139426,4.179026738775,0.000657033891833274,0.25321036997077,-0.241979834388768
RAPGEF6,-0.0681904668586238,4.03501847290987,-4.17583268865088,0.000661529797535129,0.25321036997077,-0.247830904088964
COQ10B,-0.168469574971995,6.34735704748221,-4.1757448016857,0.00066165394536966,0.25321036997077,-0.247991912551401
LEP,-0.059595717913778,4.01479402510666,-4.16786581193789,0.000672880049366971,0.25321036997077,-0.262428643541226
RPS26,0.164443926789698,9.92769934633537,4.16636378330248,0.0006750419412392,0.25321036997077,-0.265181372001805
DLX2,-0.103286981919459,6.5086823177202,-4.15469969260638,0.000692071238171884,0.25321036997077,-0.286563781445766
GULP1,-0.109327240364052,5.17024371656141,-4.14631109048367,0.000704586524186564,0.25321036997077,-0.301948055250694
LRFN3,0.105185826006854,4.92168002075513,4.12564819599639,0.000736399725104666,0.25321036997077,-0.339865250750574
GPATCH1,-0.055131928167619,4.36430418112207,-4.11604825542496,0.000751670479047039,0.25321036997077,-0.357492170998904
HYAL2,0.202498027297537,6.54802108215182,4.10884556161502,0.000763337773519439,0.25321036997077,-0.370721743053709
CD37,0.14211273086368,5.06223509648366,4.10837194215899,0.000764111350362617,0.25321036997077,-0.371591794729649
DDX52,-0.0809579963590034,4.87898704987414,-4.09698390868452,0.000782952233693136,0.25321036997077,-0.392516680541656
LZTFL1,-0.175973908878251,4.62750845157681,-4.08798497023196,0.000798172037943409,0.25321036997077,-0.409058126659301
GPD1,0.200347242570567,7.38056604007843,4.08771287021305,0.000798636864841472,0.25321036997077,-0.409558375575881
ZNF214,-0.0723560564796632,3.54581413733049,-4.0719638450515,0.000826012078181146,0.25321036997077,-0.438521112455695
YIPF5,0.131246231030923,5.37397906530719,4.06885701157943,0.000831523357863517,0.25321036997077,-0.444236598406016
RBM26,-0.160773967643477,4.71328956981287,-4.06860278175333,0.000831975982115577,0.25321036997077,-0.44470432059957
MELTF,-0.0914988132109558,5.49029907449513,-4.06206525213458,0.000843701082952561,0.25321036997077,-0.456733276805545
UGGT1,-0.100649407347508,5.54788225034177,-4.03933286350608,0.000885786045441749,0.25321036997077,-0.498582036993531
SLC35E3,-0.0917475684847672,6.57532014454486,-4.02046046714109,0.000922330665123862,0.25321036997077,-0.533349408647282
ZMYND8,-0.164263234861869,6.25359192036801,-4.01830132816179,0.00092660746083522,0.25321036997077,-0.537328428387824
LIG4,0.10036304819345,4.48740644654565,4.00128398827837,0.000961022938959909,0.25321036997077,-0.568698886009574
SCGB1D2,-0.0823798270393282,4.82293982646862,-3.94869286464071,0.00107574564238064,0.25321036997077,-0.665750117269155
IGF2BP2,-0.0946132957079318,5.78169956359779,-3.94496822580879,0.00108437567017121,0.25321036997077,-0.67262907636696
PLXNB1,0.211666210440179,7.22262156614723,3.92831510181035,0.00112382190377526,0.25321036997077,-0.703393799685808
ERGIC2,-0.170741275928161,5.58708311192008,-3.92404187960344,0.00113417474616279,0.25321036997077,-0.711290250242324
GBE1,-0.200012717076802,8.41676068390654,-3.92134997608181,0.00114074571882746,0.25321036997077,-0.716265039648667
PLAG1,-0.0482876368193654,3.42732033766634,-3.91998609983023,0.00114408957033696,0.25321036997077,-0.718785689768871
LAMA2,0.145096568333538,4.99628669821786,3.91944531093685,0.00114541816648058,0.25321036997077,-0.719785173733239
ATR,-0.140823977595666,5.39513374196151,-3.91475219093704,0.00115701350706388,0.25321036997077,-0.728459550883724
RFC5,-0.356567604840813,5.32438095976765,-3.90071574988655,0.00119240325867765,0.25321036997077,-0.754409345650554
IER3IP1,-0.230627357695173,5.96443122156477,-3.89570007683073,0.00120531157535452,0.25321036997077,-0.763684169213513
PABPC1,0.144614945541005,9.93679845514663,3.87078484355789,0.0012715468152545,0.25321036997077,-0.809772443753237
IGKC,0.257492899853023,8.74562947375935,3.8667210303099,0.00128269212708558,0.25321036997077,-0.817292100774654
CXCL2,-0.278380827607046,9.76509766070131,-3.8457545043856,0.00134177371052892,0.25321036997077,-0.856098523513093
HSD3B2,-0.0844020026925738,5.40295761505891,-3.8456704562235,0.00134201597060799,0.25321036997077,-0.85625411908949
TRMT61B,-0.0992537438908497,5.46262746794121,-3.84348140203452,0.00134834119127761,0.25321036997077,-0.860306732323021
TRAT1,-0.0764418056384971,3.45915613469765,-3.83955608207796,0.00135975840454162,0.25321036997077,-0.867574137437314
TAF5,-0.0987751677683314,5.70194173896729,-3.83813534894467,0.0013639146511933,0.25321036997077,-0.870204641776784
PCYOX1,0.320961765840448,4.37133278587305,3.83065700310951,0.00138600325428631,0.25321036997077,-0.884052045865656
ERCC3,0.106084363268555,6.24368300746417,3.81573618455927,0.00143115373743839,0.25321036997077,-0.911686046708735
KLF10,-0.298780117964591,5.9193553658735,-3.80247243724119,0.00147252822286788,0.25321036997077,-0.936257033793882
TXLNGY,0.0863292185965107,4.63207488274676,3.78332498008242,0.00153438244463287,0.25321036997077,-0.97173669646016
ADAMTSL2,0.172405240820236,6.44370667426914,3.77819752937016,0.00155138423339395,0.25321036997077,-0.98123942571495
FUT2,0.129096084901486,6.80858731368259,3.76886544723185,0.00158281420883618,0.25321036997077,-0.998536364985014
CD79A,0.0863677671141028,7.06014821921314,3.75883827032884,0.00161729713925301,0.25321036997077,-1.01712404697534
TMEM259,0.276415018573911,6.11629429805153,3.75520710595471,0.00162996940396431,0.25321036997077,-1.02385582779529
INTS9,-0.0889066279060258,5.61700552181947,-3.73446153099348,0.0017043005494758,0.25321036997077,-1.0623213252983
SRSF5,0.169348199238373,9.15660613146832,3.73280738651233,0.00171037151969049,0.25321036997077,-1.06538874035887
METTL2B,-0.101552132642499,4.44087754130647,-3.7108199057975,0.00179315669386441,0.25321036997077,-1.10616658498627
ILF2,0.119114165511371,5.20536690312611,3.70660472207384,0.0018094797374243,0.25321036997077,-1.11398494785651
RTN1,-0.052786888988561,3.93630644224555,-3.70545385872439,0.00181396217673423,0.25321036997077,-1.1161196264772
HRK,-0.097980718925381,5.80712524697797,-3.69511468656679,0.00185473337891716,0.25321036997077,-1.13529807863526
PLAC4,-0.100740532958395,6.65299919511756,-3.69351549218159,0.00186112097348741,0.25321036997077,-1.13826460247804
ARL5A,-0.11566484395933,7.5476818245335,-3.6928372836155,0.00186383655576221,0.25321036997077,-1.13952269697294
KLHL29,-0.0876319238025851,4.66718342986749,-3.69121600907549,0.00187034430033199,0.25321036997077,-1.14253022673795
PTPRH,0.103296636807934,6.54808271432059,3.68712299170042,0.0018868748626553,0.25321036997077,-1.15012308210519
LHCGR,-0.0467408260528078,3.20403974899566,-3.68510768004423,0.00189506776832445,0.25321036997077,-1.15386170951472
GP6,-0.047181056276901,4.05148322236205,-3.68340758717132,0.00190200687176481,0.25321036997077,-1.1570156068912
ARFIP1,-0.155242377836388,5.30436143715506,-3.68033730294825,0.00191460301080996,0.25321036997077,-1.16271147114768
DSN1,0.0800059470819616,4.58341844493742,3.67191176779118,0.00194959986507168,0.25321036997077,-1.17834267277319
RBMX2,-0.0924133973603946,6.15140446224265,-3.6620083298193,0.00199155411829209,0.25321036997077,-1.1967165311957
