group,feature,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out
0,Ly6c1,3.58803358206238,2.89347044576021,7666992.5,0.92238191316416,0,0,99.0109318063509,27.3399584007395
0,Plpp1,3.05304848563208,2.51213162778377,7666250.5,0.922292646430227,0,0,97.3451327433628,24.5435636699792
0,Plvap,3.5762132722123,2.92733962183057,7634040.5,0.918417603977398,0,0,97.7095262883915,23.0182574532008
0,Emcn,3.35646491028152,2.71313573827071,7630652.5,0.918010008701702,0,0,99.0109318063509,23.6653570603189
0,Ly6a,3.50871462664241,2.40735661795198,7541018,0.907226478967518,0,0,98.6465382613222,48.8560203374162
0,Flt1,3.2240361184988,2.56284613367103,7518911,0.904566883701927,0,0,98.3862571577304,24.9133348740467
0,Fabp4,3.89467392569773,3.16092143045956,7497891,0.902038060592382,0,0,96.3560645497137,29.6741391264155
0,Egfl7,2.72151429831542,2.18657732197639,7480893.5,0.899993166643548,0,0,95.7313899010932,23.7577998613358
0,Gng11,2.60237455941739,2.13949583444359,7390827,0.889157664902546,0,0,91.8792295679334,24.6822278715045
0,Eng,2.63462922381286,2.10774131451453,7376163,0.887393504004431,0,0,94.0655908381052,26.8084122948925
0,Pbx1,2.80223224076152,2.18481063942906,7345190,0.883667279543349,0,0,95.6793336803748,31.4998844464987
0,Adgrl4,2.43478632276247,1.96859031558549,7331146,0.881977708099464,0,0,91.5668922436231,21.2156228333719
0,Kdr,2.67584028279738,2.15834580136045,7274360.5,0.875146096078195,0,0,91.6710046850599,21.7009475387104
0,Ly6e,3.36304792631029,1.63224914070521,7261283,0.873572799969009,0,0,98.8027069234774,71.2502888837532
0,Plpp3,2.8923296683977,2.25453619176387,7255216,0.872842906067696,0,0,94.1697032795419,30.9221169401433
0,Cd300lg,2.20744894371239,1.8180169789589,7253654,0.872654988765264,0,0,89.1723060905778,18.996995608967
0,Pecam1,2.25187372653995,1.80413652936526,7242821,0.871351718510949,0,0,90.3695991671005,24.1506817656575
0,Meis2,2.56990224029823,2.00589156024439,7219333.5,0.868526041404125,0,0,93.1285788651744,24.4280101687081
0,Ptprb,2.53297956648093,1.97556410900953,7185614,0.86446939769136,0,0,92.9724102030193,24.4048994684539
0,Ehd4,2.53549994841224,1.79990955144069,7173798,0.863047867060419,0,0,92.7121290994274,38.2713196209845
0,Slc9a3r2,2.46586585911871,1.95346847465847,7171562,0.862778863802905,0,0,90.577824049974,24.2431245666744
0,Tm4sf1,2.6789910753344,2.10004012982309,7142686,0.859304920124921,0,0,92.1395106715253,25.3293274786226
0,Tcim,2.29287786242005,1.83119966210644,7100551.5,0.854235905029338,0,0,88.0270692347736,22.4173792465912
0,Nrp1,2.36762997668913,1.79925824724436,7079224.5,0.851670148109392,0,0,89.1723060905778,30.8296741391264
0,Rsad2,2.52241379865206,1.97212094108623,7054532,0.848699502789104,0,0,88.3394065590838,23.7346891610816
0,Sparc,2.71601692339782,1.81964601706206,7049790.5,0.8481290739226,0,0,94.2217595002603,38.2944303212387
0,Rgcc,2.2513158225332,1.85254003544519,7025335.5,0.845187001175506,0,0,83.9146277980219,20.1063092211694
0,Igfbp5,3.24983841604153,2.64497682439687,7019486.5,0.844483333888744,0,0,84.5913586673608,22.4173792465912
0,Podxl,2.14266679639963,1.69211557064792,7019229,0.844452355204124,0,0,86.4653826132223,21.2387335336261
0,Cd200,2.06912866747684,1.6406639342839,6986693,0.840538093135039,0,0,85.2680895366996,22.3249364455743
1,Cd74,5.65777102675988,4.45177367045617,4734507,0.976444711181508,0,0,99.8898678414097,56.685393258427
1,H2-Aa,4.74062299354376,3.92470055075024,4710323,0.97145700308535,0,0,99.7797356828194,41.1423220973783
1,H2-Eb1,4.67928001399172,3.99969878832847,4705906.5,0.970546144137009,0,0,99.0088105726872,36.0861423220974
1,H2-Ab1,4.69776811165156,3.80015643894358,4688816,0.967021399462126,0,0,98.8986784140969,45.4868913857678
1,C1qa,3.51331868400413,3.32690152983159,4642061,0.957378648385553,0,0,93.6123348017621,8.80149812734083
1,C1qb,3.47260961201382,3.28381806780431,4624151.5,0.953684993152832,0,0,92.9515418502203,8.97003745318352
1,C1qc,2.95905845427478,2.82628632840771,4564147,0.941309665231236,0,0,90.3083700440529,6.55430711610487
1,Ctss,2.88931265881426,2.59820102730313,4532917,0.93486879011368,0,0,91.9603524229075,15.6179775280899
1,Fcer1g,2.98293933225262,2.62647797225026,4519184,0.932036496229933,0,0,92.2907488986784,17.4719101123596
1,Tyrobp,2.85422216244889,2.48104154510861,4453551.5,0.918500449603194,0,0,91.4096916299559,17.5093632958802
1,Cst3,4.11474370987884,1.9924714895752,4447490.5,0.917250428979195,0,0,98.568281938326,81.4606741573034
1,Lyz2,3.26000445374367,2.80435000074868,4357563.5,0.89870388473659,0,0,90.1982378854625,22.5842696629214
1,Fth1,4.42767602193187,1.46388200861672,4212372.5,0.868759693279876,2.37607104735557e-277,7.05147773283243e-275,99.1189427312776,94.3258426966292
1,Laptm5,2.03421441511333,1.69737007735982,4127236,0.851201141744625,0,0,82.15859030837,17.940074906367
1,Tmsb4x,4.75739354524058,1.2336317845328,4125759.5,0.850896628388523,2.45133389313992e-251,5.61727816044455e-249,99.2290748898679,94.1385767790262
1,Cybb,1.74768245625698,1.5942419190938,4103337,0.846272212047716,0,0,75.2202643171806,9.06367041198502
1,Ctsc,1.73611891391018,1.59287463532395,4101629,0.845919954132225,0,0,74.7797356828194,9.43820224719101
1,Csf1r,1.4938204528304,1.41787799444326,4014095.5,0.827867045323302,0,0,69.0528634361234,5.0561797752809
1,Ly86,1.58168034296491,1.44474973061759,4012221,0.82748044844825,0,0,71.3656387665198,8.48314606741573
1,Fyb,1.72986367322943,1.52786065865338,4010729.5,0.827172841492188,0,0,73.7885462555066,11.3857677902622
1,Lcp1,1.82182728813598,1.52122084769591,4008418.5,0.826696220858288,0,0,77.3127753303965,16.8352059925094
1,Cd72,1.55332299840855,1.45117915108759,3991978,0.823305532181689,0,0,69.1629955947137,6.85393258426966
1,Ctsh,1.71891607571321,1.41200742965633,3990996.5,0.82310310762428,0,0,76.1013215859031,18.8202247191011
1,Aif1,1.51219450953274,1.42369364208959,3979552,0.820742793974492,0,0,68.0616740088106,5.2247191011236
1,Cd52,2.58237532891124,1.81700516223712,3966426,0.818035687769143,3.64862738126674e-260,9.17376409487107e-258,89.5374449339207,32.6029962546817
1,Ms4a7,1.45394855161141,1.41333842519484,3921921.5,0.808857079806629,0,0,63.5462555066079,2.22846441947566
1,Psap,2.52621498790511,1.2498570616581,3920073.5,0.808475948291508,7.27336024500093e-202,1.27834602441992e-199,87.5550660792952,63.5205992509363
1,Fau,4.06417416566597,0.830920863701208,3919221.5,0.808300231813757,1.77004528134672e-194,3.02293676681318e-192,99.3392070484582,96.9475655430712
1,H2-DMb1,1.55959585277812,1.33594980087203,3914025,0.807228505667475,0,0,70.4845814977974,13.5767790262172
1,Mpeg1,1.38532334526617,1.30465796766905,3911552.5,0.806718577274002,0,0,65.1982378854626,5.0749063670412
10,Malat1,7.01753464622682,1.33534996985544,878742,0.880700678308558,2.38341951988945e-62,1.07867608921397e-58,100,98.8165680473373
10,Pbx1,3.14213950742062,1.90292837588684,828060.5,0.829906211414185,3.01843548910085e-53,4.55356147159939e-50,91.4634146341463,50.1479289940828
10,Meis2,2.84286845011811,1.70693386918674,811677.5,0.813486694408364,9.22012805891675e-51,7.25704253263348e-48,89.0243902439025,44.3786982248521
10,Sptbn1,2.61144146761747,1.25073475236423,777750,0.779483571462934,2.50217431107332e-36,5.20653581073106e-34,87.1951219512195,61.2261669953978
10,Kdr,2.72405291645536,1.58454878658477,771512.5,0.773232168342394,5.66562160301393e-40,1.42451038721335e-37,87.1951219512195,42.0282708744247
10,Ptprb,2.57307117389505,1.44621273221691,766882,0.768591347156075,9.38741558956764e-38,2.07244371241394e-35,85.3658536585366,44.4115713346483
10,Flt1,3.07841305574337,1.67317263712996,764070,0.765773079328426,2.7512218588688e-36,5.65970105807976e-34,91.4634146341463,46.3182117028271
10,Syne1,1.8143938520522,1.28562888595677,752475,0.754152234569683,1.74571380725492e-41,4.6474495665788e-39,66.4634146341464,30.6541748849441
10,Igfbp5,3.13850062446432,1.76679424677693,723675,0.7252880406023,2.90118102819265e-28,4.90841870592257e-26,79.2682926829268,40.5161078238001
10,Son,2.25721333495749,0.757823589357793,715361.5,0.716956010166611,7.33873231118028e-22,9.69730445469318e-20,79.8780487804878,71.2524654832347
10,mt-Nd2,3.35264314586036,0.697406929275496,712675.5,0.714264023187569,6.55821958380046e-21,7.75970255722482e-19,97.5609756097561,92.6528599605523
10,Dlc1,1.58329775020516,0.999483644336698,705908.5,0.707481939834191,2.98621677240682e-27,4.91449838462551e-25,62.1951219512195,32.6923076923077
10,Nrp1,2.20156713774407,1.10911075248153,705736.5,0.707309556453553,1.7691332603828e-22,2.42625904641741e-20,74.390243902439,48.0769230769231
10,mt-Atp6,4.17693195580221,0.551465558888733,704718.5,0.706289287375122,1.72002146992899e-19,1.79985830463147e-17,100,99.1617357001972
10,Macf1,2.0340861114447,0.874055561679128,704046,0.705615288401405,8.87375043826829e-21,1.03639680118691e-18,71.9512195121951,57.8073635765944
10,Podxl,1.97813125902546,1.03447830977643,703229,0.704796467343372,1.04585171186911e-23,1.56471516859227e-21,72.5609756097561,40.4503616042078
10,Egfl7,2.28210976672666,1.10386596956366,695181.5,0.696731029810298,6.15938628931027e-21,7.33574802601209e-19,81.0975609756098,44.9375410913873
10,Tcf4,1.9675213403607,0.891502928721792,693379,0.694924512114944,2.27677887463689e-19,2.3286173992967e-17,71.3414634146342,52.9421433267587
10,AY036118,2.50430058359658,0.838941497094559,693094.5,0.69463937797662,7.23652517445759e-18,6.85878613786418e-16,80.4878048780488,72.1564760026299
10,Plpp3,2.51263930613253,1.21352280051438,691283.5,0.692824341335129,2.06154782608223e-19,2.13258287403238e-17,80.4878048780488,49.5562130177515
10,mt-Nd1,3.19723950223689,0.543300315143649,682852,0.684374047882491,6.91676390489184e-16,5.54045030841845e-14,93.9024390243902,92.8172255095332
10,mt-Co2,3.92958860410831,0.48713539186652,681673,0.683192419941951,1.06789443219512e-15,8.368871387891e-14,98.7804878048781,98.4549638395792
10,Atrx,1.62385135283091,0.774813668120818,681526,0.683045092285242,5.35161471847517e-18,5.15320644939127e-16,63.4146341463415,47.5180802103879
10,Eng,2.17957134375786,1.03172173460235,680981,0.682498877503568,5.68574012906142e-18,5.44597637864544e-16,76.8292682926829,46.6962524654832
10,Arhgap31,1.42054321454682,0.791845407630979,677037,0.678546086496368,9.65623243241073e-20,1.03435961966823e-17,59.1463414634146,35.4536489151874
10,Gm42418,5.87030231681752,0.657678479945921,676327.5,0.677835005051234,7.01166023057372e-15,4.90085270865159e-13,100,99.9835634451019
10,App,2.20262089045365,0.765827801103507,676244,0.677751318933308,1.75901833596449e-15,1.34449624231476e-13,78.6585365853659,64.3491124260355
10,mt-Cytb,3.67760998075186,0.542038835079545,676177,0.677684169593175,7.37922480780817e-15,5.13792718060582e-13,97.5609756097561,96.6798159105852
10,Heg1,1.38760727878406,0.812488469404751,673470,0.674971135806033,4.84247772571395e-20,5.37812112077299e-18,56.7073170731707,32.2649572649573
10,Limch1,1.26000147737293,0.781592571421015,669378.5,0.670870516027645,8.20581925462355e-21,9.64610038743182e-19,53.0487804878049,28.1393819855358
11,Cryab,4.52316637028685,4.22934926831182,980553,0.988605189266576,1.83345281713274e-256,1.74689454466074e-253,99.3865030674847,12.8677074774035
11,Epcam,2.50851504912109,2.37375750089802,911085.5,0.918567230089075,4.61853400086714e-297,7.60084736524526e-294,86.5030674846626,6.90221857025472
11,Atp1b1,2.81146489113352,2.42112963866956,900429,0.907823220127942,3.01591922183982e-143,7.91263560477771e-141,90.7975460122699,18.0936729663106
11,Igfbp7,3.14440178353083,2.41490922027718,897629,0.905000226847674,2.61084315956762e-98,3.78112749741221e-96,92.6380368098159,31.8816762530814
11,Ndufb8,2.59022181671096,1.88972361013394,891058,0.898375266546017,3.16889146302668e-85,3.79910212948159e-83,92.0245398773006,39.1618734593262
11,Apela,2.11583555597149,2.09152276383649,887568.5,0.894857111170484,0,0,79.7546012269939,1.28184059161873
11,Nupr1,2.32751751223648,2.09139873021597,869546,0.876686612458474,1.31323743258235e-148,3.71461519406848e-146,81.5950920245399,13.9359079704191
11,Sdc4,2.30956677836274,1.90936802974454,868790.5,0.875924908378745,8.23826889500578e-111,1.43401328659894e-108,86.5030674846626,20.9860312243221
11,Spint2,1.81872622706893,1.67995489024352,864543.5,0.87164303249971,6.59872161942408e-209,3.61989871140709e-206,79.1411042944785,8.38126540673788
11,S100a11,2.6222397055117,1.6224412461188,858852.5,0.865905298657566,9.41469690804766e-65,8.11591705363746e-63,92.0245398773006,50.0246507806081
11,Cldn7,1.37383811062056,1.30539583169788,833992.5,0.840841151176331,8.84827010922204e-289,1.14414452705176e-285,71.7791411042945,4.17419884963024
11,Cdh16,1.63167281145645,1.48413118582414,831737,0.838567129267887,1.83256238455858e-179,8.5063786788882e-177,74.2331288343558,8.13475760065735
11,Cdkl1,1.40258677706532,1.29039955458203,823779,0.830543779080612,1.42684178747788e-199,7.38003339391773e-197,71.7791411042945,6.60640920295809
11,Cgnl1,1.51582491617195,1.33545430733136,819753.5,0.826485222134284,7.57672996026899e-130,1.69335237618209e-127,73.0061349693252,11.569433032046
11,Plet1,1.340510211824,1.29673971805277,816968,0.82367684792636,0,0,66.8711656441718,2.74445357436319
11,Bicc1,1.39056701627615,1.2408053261179,816198,0.822900524774287,9.1268730813502e-154,2.80040310833361e-151,72.3926380368098,8.90714872637633
11,Pax8,1.15794481187398,1.1200465273984,814019,0.820703631075107,0,0,66.2576687116564,2.94165981922761
11,Akr1b3,2.24605787144531,1.93481567498529,809694.5,0.816343618774922,3.88756217761564e-83,4.39853363133599e-81,73.6196319018405,19.8027937551356
11,Elovl7,1.19451846643279,1.15211557802491,801194.5,0.807773817745537,1.35520766080753e-290,2.04444369029989e-287,63.8036809815951,3.17173377156943
11,Mpc2,1.87314947099338,1.31099368415556,797469.5,0.804018228470896,1.75434473294882e-58,1.35144266810947e-56,82.8220858895705,30.0246507806081
11,Ehf,1.11772024927878,1.06666806392361,795038,0.801566761270549,2.24550050034003e-256,2.03251477788278e-253,63.1901840490798,3.64831552999178
