group,feature,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out
0,Cd79a,2.98309212105901,2.28125755504715,49236775.5,0.881240604212685,0,0,97.1736204576043,32.8572568419373
0,Igkc,4.08288923202225,2.72505630130755,48359752,0.865543623425453,0,0,97.0165993719157,59.6106279422325
0,Cd74,4.90713414630648,2.57761084361584,47721095,0.854112930110359,0,0,99.9327052489906,72.329051304556
0,Ebf1,2.50077572442309,1.79645792283344,47151228.5,0.843913450276823,0,0,92.7770300583221,32.6258677092476
0,Ighm,2.91373860814857,1.82052100336018,46932705.5,0.840002322088618,0,0,95.8052938537461,55.8206335274874
0,H2-Aa,3.8603729922328,2.16221615606252,46573174,0.833567421486862,0,0,99.3270524899058,58.1425037899944
0,H2-Eb1,3.40743218702086,1.91011602863166,45445734,0.813388482132607,0,0,98.7438313144908,55.5094550386979
0,H2-Ab1,3.55819113442791,1.94914595006996,45174880.5,0.808540741809054,0,0,98.83355764917,58.0387776270646
0,Mef2c,2.19620597105423,1.45864376850707,44970007,0.804873912592604,0,0,86.4737550471063,41.1872656187665
0,Ccr7,1.9048978050889,1.41893046373628,44850114.5,0.802728074688565,0,0,80.1256168685509,25.6602569217266
0,Rps27,4.37952011650286,0.896404628250452,44588958.5,0.79805390037685,0,0,99.9327052489906,96.2179845208649
0,H3f3a,3.25118778326028,0.925015863406321,44148643.5,0.79017313538557,0,0,98.7886944818304,88.9731109869943
0,Stk17b,2.31219683656165,1.24007755427647,43837742.5,0.784608624259322,0,0,89.7936294302378,57.3206734221655
0,Fau,4.55686260733746,0.685802844131255,43686805.5,0.781907151392195,0,0,100,97.694087608713
0,Scd1,1.42682050373143,1.17040752125923,43520883,0.778937467803706,0,0,67.8779721848363,17.0988590122078
0,Rel,2.18338318874995,1.28685817785579,43046685.5,0.77045027327944,0,0,83.8941229250785,47.0757200989388
0,H2-DMb2,1.43484195314155,1.09879110865759,43003177,0.76967155744277,0,0,70.3903095558546,21.4314210484321
0,Ighd,1.54593643768672,1.18186951037072,42939977,0.768540402820627,0,0,71.1978465679677,20.9048112981728
0,Rps20,4.12529650215668,0.794375147566398,42732840,0.76483306144457,0,0,99.9551368326604,94.3429346525174
0,Rps19,3.99359928192642,0.83028165706823,42697475,0.764200098102606,0,0,99.8654104979812,93.5370621559084
0,Rpl18a,4.08475025750226,0.765172824964484,42665609,0.763629759919233,0,0,99.8654104979812,95.2365754408362
0,Satb1,1.69065228379647,1.15648135201147,42618760.5,0.762791264708545,0,0,74.2485419470615,32.1231947658182
0,Rps24,4.61633142229942,0.787920975923777,42491881.5,0.760520382314512,0,0,99.9775684163302,96.6967206574643
0,H2-Ob,1.43614160323575,1.07982395881354,42462699,0.759998073457539,0,0,69.4481830417228,22.7399664884704
0,Serp1,1.8595779153783,1.04442663346097,42400516.5,0.758885130066852,0,0,81.7182593091072,49.4694007819357
0,Fcmr,1.43699087381568,1.11913680516637,42269667,0.756543183599604,0,0,66.7788245850157,19.1733822708051
0,Iglc2,1.87203956053478,1.29690151073835,41909481.5,0.75009657769527,0,0,75.347689546882,28.2135163169233
0,Cd37,1.79060918339963,1.04298452674459,41887365.5,0.749700745169585,0,0,80.7761327949753,45.3363121359611
0,Ets1,2.00785158381525,1.07239712269111,41496945,0.742712992746256,0,0,83.6922386720503,50.2672943429347
0,Rps13,3.8630064291886,0.724030343193395,41224145,0.737830413934221,0,0,99.8429789143114,94.2072927471475
1,Hspa1a,3.75766763406985,2.64121499639973,36004579,0.873452596526798,0,0,92.2237380627558,43.7584465466961
1,Hspa1b,3.23630418660253,2.20040552181297,34875081,0.846051555096156,0,0,90.8594815825375,42.0869194110534
1,Hsp90aa1,3.51953644800168,1.6615331678593,34176277.5,0.829098941054009,0,0,95.8390177353342,75.5672522939043
1,Iglc2,2.34863440306608,1.73212103304169,34162361,0.828761333910774,0,0,87.2783083219645,30.8414538729639
1,Cd79b,2.00811698926091,1.48093094076644,33778487.5,0.819448759937535,0,0,84.4133697135061,30.0946013229959
