group,feature,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out
0,Plvap,3.78648438767204,2.65030757783001,4572061.5,0.890792925578292,0,0,99.6916752312436,36.0758293838863
0,Rgcc,2.65691776976896,2.00002686250243,4463772,0.869694451615417,0,0,94.2446043165468,29.6682464454976
0,Gng11,2.82864422569342,2.02300120389194,4462956,0.869535467090106,0,0,97.327852004111,35.7535545023697
0,Plpp1,3.14594165542824,2.17069006223825,4457867.5,0.868544054397646,0,0,98.8694758478931,37.345971563981
0,Fabp4,4.06065756359903,2.78945455909115,4402954,0.857845038796316,1.11253707874288e-308,1.11307817014583e-308,98.3556012332991,41.2890995260664
0,Emcn,3.39498675126811,2.27117019942779,4363459.5,0.850150168287848,1.11412514881885e-308,8.21472536850551e-308,99.7944501541624,37.0616113744076
0,Adgrl4,2.56138274292716,1.76475160734168,4331968.5,0.844014651515078,1.11254081326437e-308,1.12425563708752e-308,94.141829393628,33.3838862559242
0,Egfl7,2.78478748184406,1.86855941665949,4330337,0.843696779881444,8.01310003425594e-303,1.81326437400169e-299,97.5334018499486,36.3601895734597
0,Ly6c1,3.57905593846817,2.36283493869721,4318899.5,0.841468366268394,3.64986338719591e-289,6.60734768984075e-286,99.486125385406,40.1327014218009
0,Eng,2.71955459902479,1.82953751890587,4301452,0.838069000452989,1.94710787393926e-288,3.20440853108385e-285,96.9167523124358,38.3696682464455
0,Ly6a,3.52430842992622,1.99318714100388,4291755,0.836179695377077,6.27667201238716e-256,6.03405061478321e-253,99.6916752312436,57.6113744075829
0,Plpp3,2.98414032349693,1.95810636489521,4233974,0.82492199334642,7.72816325586027e-260,8.22958467181403e-257,96.7112024665981,41.8199052132701
0,Pecam1,2.32475379186672,1.56622813473463,4229807.5,0.824110217580844,1.54449851098054e-273,2.15077358032928e-270,93.4224049331963,35.4881516587678
0,Flt1,3.2063218339314,2.08128082851516,4229434,0.824037447090398,4.17174485905523e-265,5.03473981223179e-262,98.9722507708119,38.0094786729858
0,Vamp5,1.89849280097312,1.36011987041333,4208477.5,0.819954408849359,1.54163224774602e-285,2.32568071507886e-282,86.7420349434738,30.2748815165877
0,Ehd4,2.61732728206783,1.57335844734862,4206861,0.819639459725382,6.26861761817865e-243,5.67403923709441e-240,95.2723535457348,47.5829383886256
0,Cd300lg,2.22172549898252,1.50820083133325,4159459.5,0.810404036960005,2.3716527088286e-263,2.68337681174526e-260,91.1613566289825,31.2417061611374
0,Ly6e,3.37657151477648,1.35492652370961,4152607,0.809068937131946,1.78046490550433e-208,8.71128545522836e-206,99.7944501541624,76.0189573459716
0,Sparc,2.80209169403154,1.59457885928854,4139054.5,0.806428449657336,9.94962235087364e-223,6.2109659799264e-220,96.6084275436793,47.9052132701422
0,Pbx1,2.76718845461973,1.75065821061528,4138131,0.806248520479486,1.9323990062866e-229,1.45759246711693e-226,96.0945529290853,42.957345971564
0,Ramp3,1.6437433298093,1.23498176929619,4105848.5,0.799958792613844,1.95394940635441e-292,3.93026067813709e-289,79.136690647482,21.4976303317536
0,Ptprb,2.52981164833871,1.61677208476429,4097113.5,0.798256917823899,1.56404114446033e-229,1.23103638426806e-226,94.5529290853032,36.436018957346
0,Gas6,1.92502585722135,1.28612583338786,4094254.5,0.797699887483378,1.98068485675877e-235,1.70744466485257e-232,84.6865364850977,35.1848341232228
0,Kdr,2.62166669940828,1.7062911343074,4090394,0.796947730914794,2.29165803416573e-233,1.88572206329555e-230,92.497430626927,34.1232227488152
0,App,2.5330507599629,1.2746582306365,4065372.5,0.792072692556855,2.95035166875497e-193,1.13638757998875e-190,95.6834532374101,59.0142180094787
0,Ifitm3,3.33342982964051,1.40381232246486,4057813,0.790599845106988,4.48225976510934e-186,1.53098770807121e-183,99.3833504624872,69.914691943128
0,Meis2,2.51576351335459,1.58127659056561,4047099.5,0.788512491293357,9.06109506299377e-215,5.12603137266801e-212,94.3473792394656,36.5497630331754
0,Cd81,2.79177997027944,1.24875272613558,4045767,0.788252875018875,5.40595010279358e-185,1.77934390383404e-182,97.841726618705,65.0047393364929
0,Rsad2,2.50600913403003,1.59826937772922,4023042,0.783825272889339,1.98371242529872e-212,1.02603274386237e-209,89.5169578622816,35.1279620853081
0,Slc9a3r2,2.40641844366321,1.53198685082109,4022730,0.783764484688485,7.09075599441192e-210,3.56566543796775e-207,91.0585817060637,36.0758293838863
1,Hspb1,4.8027585163949,3.51877893769016,3690768.5,0.963609137081018,0,0,99.7097242380261,51.538046411225
1,Jun,4.48691448867338,2.45141123139866,3610618.5,0.942683069153148,1.11253692925753e-308,1.11253696484653e-308,99.7097242380261,72.9627630868861
1,Hspa1a,4.48817122768968,2.78250732661327,3536399.5,0.923305504143309,1.47449587451123e-304,8.89759960542562e-301,99.4194484760523,57.8881093721893
1,Jund,3.93373997680519,1.90090414066458,3480945.5,0.908827223783083,9.90017401982327e-272,2.98704750468101e-268,99.2743105950653,76.7404209390178
1,Hspa1b,3.82964818934755,2.35629955141865,3451399,0.901113037057808,1.81743832076313e-278,6.58021718415501e-275,97.9680696661829,54.0924626731427
1,Hsp90aa1,3.6403676285787,1.96330147647177,3267878,0.853198215945011,2.29830411054691e-207,4.16061993132307e-204,96.8069666182874,66.1270012592193
1,Ubc,3.42604916871428,1.53106219946474,3250441,0.848645653918083,1.46828476302577e-198,2.4163962786414e-195,98.1132075471698,75.3912574203994
1,Hsp90ab1,3.8039337930489,1.19868672061497,3229402.5,0.843152789537541,1.73489801448304e-190,2.41591221201434e-187,99.1291727140784,90.304011512862
1,Plpp3,3.06059208316434,1.94399742205867,3168337,0.827209423336051,3.7153764591758e-197,5.60495500337162e-194,96.2264150943396,44.6842957366433
1,Emcn,3.28081913827617,2.02682201043496,3086881.5,0.805942507227522,3.22408103934291e-178,3.89103593701498e-175,98.8388969521045,40.3849613239791
1,Dusp1,2.40489633539574,1.47439310223627,3073975,0.802572796738301,1.87718650123936e-171,2.12391920199601e-168,86.6473149492017,43.8927864723871
1,Ier3,1.8755000743158,1.41828587886094,3065747.5,0.800424709104158,1.78195714435372e-222,4.03234627302941e-219,76.9230769230769,24.0151106314085
1,Plk2,1.69625024537082,1.40908140792728,3062988.5,0.799704371968625,1.46336268855583e-264,3.78446496441804e-261,71.2626995645864,17.2513041914013
1,Plvap,3.47519828172442,2.16503991420985,3057559,0.798286803836193,5.76149696762156e-171,5.79446553360295e-168,97.9680696661829,39.5394855189782
1,Flt1,3.12823622800618,1.88718789433292,3032481,0.791739281297265,3.46040585697322e-161,3.29703827519927e-158,97.9680696661829,41.2484259758949
1,Fabp4,3.74426627145994,2.29134017016024,3019550,0.788363174193393,7.55964994213447e-154,5.95010186532436e-151,96.9521044992743,44.3784853390898
1,Rgcc,2.32045665043813,1.51968566758794,3016552.5,0.787580567972385,2.12834481289488e-171,2.26643683222565e-168,88.388969521045,33.6931102716316
1,Kdr,2.61985657081435,1.61708509624333,2984688,0.779261183175285,1.00112163876154e-154,8.23786592113646e-152,92.8882438316401,37.0570246447203
1,Rsad2,2.55297472842972,1.56940313029878,2982590,0.778713424092157,1.91819855629964e-153,1.44688118602885e-150,90.5660377358491,37.7765785213168
1,Gng11,2.46312156725399,1.50882277039044,2979735,0.777968022670647,9.75746842233109e-150,6.79382503267153e-147,92.4528301886792,39.5035078251484
1,Ubb,3.69136586559264,0.831716360420618,2977021,0.777259434419165,5.13275068929145e-125,2.21233775543436e-122,99.2743105950653,92.4446842957366
1,Cd300lg,2.14188413014833,1.34141221673086,2972128,0.775981939093263,3.28807195912046e-156,2.83447460361703e-153,89.9854862119013,34.4486418420579
1,Gimap6,2.05225644903414,1.23308474063699,2970496,0.77555584623165,4.16266910259465e-146,2.79099254682485e-143,88.9695210449928,40.7267494153625
1,Tcim,2.27099751948369,1.40077218119593,2967184.5,0.774691258908591,6.98183243195831e-151,5.05568450062965e-148,89.8403483309144,36.7332254002519
1,Plpp1,2.81490744079436,1.68772950265773,2966202,0.774434741606793,1.14577007628366e-143,6.91395856365436e-141,96.8069666182874,40.7447382622774
1,Tm4sf1,2.63730815899195,1.58777456025128,2960923,0.773056466964357,9.05628703005597e-144,5.65330910707253e-141,94.0493468795356,39.8992624572765
1,Timp3,2.95331881946415,1.59939292594125,2956064.5,0.771787979116228,2.20859143416737e-128,1.02518283930082e-125,94.7750362844702,55.5315704263357
1,Ly6c1,3.33248702285107,1.9649922138608,2939905.5,0.767569085396372,1.28626168565475e-133,7.27662352981499e-131,98.8388969521045,43.2451879834503
1,Igfbp5,3.25676028073414,2.06656998196881,2938282,0.767145211768413,1.07296922001355e-144,6.93712921068045e-142,86.2119013062409,35.9956826767404
1,Junb,2.8593814616934,1.37431669138207,2936819.5,0.766763373036729,1.03968812922825e-122,4.18254982298201e-120,92.5979680696662,57.6902320561252
10,Atp1b1,2.59024495585033,2.21988554965995,1212322,0.861467118035126,1.96506783807153e-159,5.92893717876816e-156,81.1965811965812,17.6089125374127
10,Atp1a1,2.23419431480399,1.42714993795277,1101099.5,0.782433225607486,5.26374149247215e-58,1.46599249597267e-55,75.2136752136752,44.1303624875291
10,Ldhb,2.01376256143453,1.6258902794191,1093548,0.777067185115073,1.14443445950026e-88,7.96834500782045e-86,69.2307692307692,19.8869304955105
10,Wfdc2,1.50220322007432,1.38723446601865,1069206,0.759769938519523,2.48105569226804e-173,1.12286377992821e-169,56.4102564102564,6.53475224476222
10,mt-Co3,4.37588744920063,0.717427904825068,1064599,0.756496238122444,1.47111625845079e-40,2.27620663476365e-38,98.2905982905983,99.3847688726305
10,mt-Cytb,3.88065562827357,0.759293893970662,1054937,0.749630491815394,1.64872309744464e-38,2.38774673864322e-36,94.8717948717949,96.7741935483871
