group,feature,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out
0,Cd79a,3.43375316439898,2.63710135477401,1532012073.5,0.950223412386274,0,0,99.3313876359777,31.6396661757487
0,Cd79b,2.94594945980004,2.40890551193565,1529649806,0.948758226880464,0,0,97.5059697532502,26.4020384786217
0,Ighm,3.37441873908733,2.29996471476448,1488817561,0.923432215519044,0,0,98.2700981692757,47.2169623863291
0,Igkc,4.38318944719194,2.82011679997086,1481168346.5,0.918687825556334,0,0,97.670469620589,58.0978095705636
0,Ly6d,2.87391233286799,2.2724702102483,1473105234,0.913686717270875,0,0,95.3462456885116,26.8426958412231
0,Ms4a1,2.24125117599476,1.88284394982973,1448010042.5,0.898121540655041,0,0,89.9920403289997,18.9552797063843
0,Cd74,4.98914628242756,2.64779207758378,1434327248.5,0.889634850875923,0,0,99.989387105333,67.3784977908689
0,Iglc2,2.49132845637789,1.96581918974252,1423642370,0.883007604338624,0,0,91.9554258423985,24.3927811674498
0,Cd37,2.29067195878912,1.65893979034152,1413353689.5,0.876626097780828,0,0,92.3268771557442,34.3280267433434
0,Iglc3,2.13638724938674,1.74805822970599,1411110403.5,0.87523471000083,0,0,87.8800742902627,20.1147813077121
0,H2-Aa,3.76865977951533,2.15324417811512,1358391257,0.842535902888379,0,0,99.2836296099761,52.8508310540711
0,Fcmr,1.8407920412843,1.50328787396649,1352168704,0.838676393131445,0,0,80.8224993366941,18.1429272740024
0,Ighd,1.82965538728579,1.48144823033323,1345726541.5,0.834680671596489,0,0,80.3608384186787,18.8150174159011
0,H2-Eb1,3.3907637009853,1.96613131952024,1342900301.5,0.832927709290593,0,0,98.8431944812948,49.6224606681161
0,Ralgps2,1.72591847357202,1.3819014080435,1342390969,0.832611798160021,0,0,80.3502255240117,20.1849124529537
0,H2-Ab1,3.53626790959296,1.99464476222119,1341225760.5,0.831889082969871,0,0,98.970549217299,52.8730392500643
0,Ltb,2.00096756543377,1.44593185397689,1334283247.5,0.827583021348356,0,0,85.1366410188379,29.2844285480515
0,Bank1,1.60727088936361,1.31778326965231,1331154945,0.82564270617203,0,0,77.638630936588,16.8431633821914
