group,feature,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out
0,Cd79a,3.01680813211995,2.1881654922976,42355100.5,0.867568577390006,0,0,97.5156975156975,36.5996398559424
0,Igkc,4.11861714667042,2.60805699445338,41613888,0.852386163310533,0,0,96.8877968877969,61.8772509003602
0,Cd74,4.92188691449068,2.44266664070042,41030860.5,0.840443886399769,0,0,99.9453999453999,73.9720888355342
0,Ighm,2.94266466812805,1.74880495349823,40411608.5,0.827759615312136,0,0,95.7411957411957,58.2232893157263
0,Ebf1,2.49785478734097,1.68557754388574,40153301.5,0.822468657815296,0,0,92.4924924924925,36.2920168067227
0,H2-Aa,3.85394816813394,2.02505183806032,39669453,0.812557885562087,0,0,99.2355992355992,60.62424969988
0,H2-Eb1,3.4086258134664,1.7977014626183,38881483,0.796417727615207,0,0,98.6622986622987,58.1107442977191
0,Mef2c,2.22112868190673,1.40340967367901,38712393,0.792954221000439,0,0,86.2953862953863,43.937575030012
0,H2-Ab1,3.55678065674582,1.83108349084111,38570567.5,0.790049178967246,0,0,98.8260988260988,60.4741896758704
0,Rps27,4.38273583829496,0.847034628964015,38215812,0.782782646228024,0,0,99.9180999180999,96.4435774309724
0,H3f3a,3.26526214410799,0.887782208976208,38064255.5,0.779678282041727,0,0,98.7714987714988,89.5633253301321
0,Stk17b,2.33664223038525,1.19727218443905,37871577.5,0.775731617380777,0,0,90.0900900900901,59.1761704681873
0,Fau,4.56852659875961,0.659765150341444,37812853.5,0.774528761135904,0,0,100,97.8316326530612
0,Ccr7,1.85675032166889,1.27291278595569,37712412.5,0.772471406662583,0,0,78.8697788697789,29.2542016806723
0,Ighd,1.57379420887878,1.14688640184577,37025088,0.758392792006237,0,0,71.3349713349713,23.8670468187275
0,Rps20,4.13770679526934,0.762812651164976,36959812,0.757055729744805,0,0,99.9453999453999,94.6803721488596
0,Scd1,1.40975779315887,1.07884190790843,36940635.5,0.756662933396127,0,0,66.966966966967,20.3781512605042
0,H2-DMb2,1.44651593271915,1.0481318691333,36929914,0.756443322619793,0,0,70.5159705159705,24.3172268907563
0,Rpl18a,4.09193223556297,0.728686975128257,36785676,0.753488864833403,0,0,99.8634998634999,95.5132052821128
0,Rps24,4.62721219366908,0.754793575749891,36769122,0.753149785712811,0,0,99.9726999727,96.8937575030012
0,Rps19,4.00036235108265,0.789378099945214,36760387.5,0.75297087508222,0,0,99.8634998634999,93.9150660264106
0,H2-Ob,1.45059039851136,1.0338335201334,36522922.5,0.748106828726577,0,0,69.4785694785695,25.5177070828331
0,Fcmr,1.46171369584377,1.0838990882525,36461378,0.746846199577292,0,0,67.1307671307671,21.9162665066026
0,Serp1,1.84391455981648,0.962159583044371,36042303,0.7382621967706,0,0,81.0537810537811,51.5756302521008
0,Satb1,1.65731868548419,1.04500372267676,36002587.5,0.737448695694494,0,0,73.1094731094731,34.9489795918367
0,Ets1,2.03054605879196,1.03736156685301,35900686.5,0.735361435729083,0,0,84.1113841113841,52.1458583433373
0,Cd37,1.78969683242608,0.979608592309302,35832510.5,0.733964972147745,0,0,80.1528801528802,47.6215486194478
0,Rel,2.10507861223515,1.11027314552098,35799609,0.733291043690203,0,0,82.2822822822823,49.7148859543818
0,Rps21,4.12751750147841,0.618030989353628,35514561.5,0.7274523548158,0,0,99.8907998907999,96.1734693877551
0,Iglc2,1.83897320471132,1.17738866913921,35467746,0.726493422921994,0,0,74.1468741468741,31.3550420168067
1,Gsn,5.14772142321284,4.71167803693466,30176188.5,0.99656292626775,0,0,99.9011369253584,50.8150721539284
1,Dcn,4.57085954132709,4.42846704170257,30044337.5,0.992208571893561,0,0,99.3079584775086,27.9128808123998
1,Mgp,3.64541002185752,3.51376279678497,28991251.5,0.957430605624839,0,0,93.8704893722195,17.764564404062
1,Mt1,3.28646275050737,2.87320321726942,27907097,0.921626608011079,0,0,90.3608502224419,28.24024585783
1,S100a6,3.31569644844358,2.46827415237826,27081122.5,0.89434895613856,0,0,94.9085516559565,38.0879208979156
1,Igfbp7,2.64201027241337,2.38403428124934,26728914.5,0.882717353455043,0,0,84.4784972812655,15.6801175841796
1,Cebpd,2.47516478033325,2.31104273046686,26628502.5,0.87940126611842,0,0,80.0790904597133,13.5689470871192
1,Sparc,2.22911668660099,2.08209037926491,26173604,0.864378329066087,0,0,77.4592189817103,10.529128808124
1,Serping1,2.13175387171859,2.07939815203797,26148886,0.863562021784222,0,0,74.8393475037074,6.23997862105826
1,Bgn,2.18712194943229,2.06704114340412,26081269.5,0.861328999641483,0,0,76.2728620860109,9.52699091394976
1,Vim,2.710276188122,1.89731221381884,26072037,0.861024098072593,0,0,86.1097380128522,40.9005879208979
1,Cst3,3.16565296978365,1.94378113671814,25807504,0.852287945706154,0,0,94.265941670786,57.1686264029931
1,Cxcl1,2.21237803845987,2.0608743954841,25323644.5,0.836308577098271,0,0,72.1206129510628,12.8941742383752
1,Clec3b,1.76890280479448,1.7470288258557,25197142,0.832130855926487,0,0,67.8200692041523,3.12667022982362
1,Lum,1.69951192354421,1.65788094319472,25014753,0.826107493646687,0,0,67.2268907563025,4.00855157669695
1,Igfbp4,1.89414567656169,1.72190891402422,24966407,0.824510876127104,0,0,70.8848245180425,11.1571352218065
1,Ifitm3,2.55096102690552,1.92902406503369,24878201.5,0.821597906147714,0,0,86.1097380128522,28.3805451630144
1,Gpx3,1.78255697907293,1.70346241400136,24865527.5,0.821179349691271,0,0,67.3257538309442,6.95483698556921
1,Cygb,1.60681287564649,1.58263094352655,24764928.5,0.817857086714964,0,0,65.0519031141868,2.95964724746125
1,Lgals1,2.24500984057795,1.66544295476006,24711039.5,0.816077412667208,0,0,81.5126050420168,30.0841795831106
