GSM,dataset,title,condition,group3,pca_dist,flag_pca,Zk,flag_zk,RLE_median,RLE_IQR,NUSE_median,flag_array,n_flags
GSM1585577,GSE64998,ND-obese1,Control,ObeseND,25.0575980293361,FALSE,-1.48870164286805,FALSE,0,0.272622357688771,0.994837633694357,FALSE,0
GSM1585578,GSE64998,ND-obese2,Control,ObeseND,6.65317979983054,FALSE,0.0657659452640755,FALSE,0,0.285941969160934,1.0101962709185,FALSE,0
GSM1585579,GSE64998,ND-obese3,Control,ObeseND,5.70750544324514,FALSE,-0.0630741398068045,FALSE,0,0.24635610240238,1.00189374780393,FALSE,0
GSM1585580,GSE64998,ND-obese4,Control,ObeseND,17.0050009155451,FALSE,-0.270822945565788,FALSE,0,0.278042896363426,0.997618448081659,FALSE,0
GSM1585581,GSE64998,ND-obese5,Control,ObeseND,9.50918302955031,FALSE,1.06031889700668,FALSE,0,0.234090697281568,1,FALSE,0
GSM1585582,GSE64998,ND-obese6,Control,ObeseND,10.1777466813937,FALSE,1.09965420826352,FALSE,0,0.212173345775066,0.995798153603088,FALSE,0
GSM1585583,GSE64998,ND-obese7,Control,ObeseND,8.01743125832138,FALSE,1.00833051621285,FALSE,0,0.221991356189883,0.999242186785859,FALSE,0
GSM1585584,GSE64998,ND-obese8,Control,ObeseND,8.95613088098969,FALSE,1.12104366225062,FALSE,0,0.222014615092923,1.00476437133195,FALSE,0
GSM1585585,GSE64998,T2D-obese1,T2D,ObeseT2D,6.24743629840266,FALSE,0.484500873025595,FALSE,0,0.244309596213438,0.99726217587319,FALSE,0
GSM1585586,GSE64998,T2D-obese2,T2D,ObeseT2D,17.5051218102193,FALSE,-0.35470198443709,FALSE,-0.00816983975182506,0.238797901617991,0.9972840328875,FALSE,0
GSM1585587,GSE64998,T2D-obese3,T2D,ObeseT2D,5.06817256452798,FALSE,0.796509039664098,FALSE,0,0.228661310038271,1,FALSE,0
GSM1585588,GSE64998,T2D-obese4,T2D,ObeseT2D,8.93367361227105,FALSE,1.02961466707451,FALSE,0,0.236198279762806,1.00135846850941,FALSE,0
GSM1585589,GSE64998,T2D-obese5,T2D,ObeseT2D,21.6598240884557,FALSE,-0.504235425856282,FALSE,0.0123616365236554,0.235656286638263,1,FALSE,0
GSM1585590,GSE64998,T2D-obese6,T2D,ObeseT2D,12.0980845042462,FALSE,0.454985446784599,FALSE,0,0.240427271378068,1,FALSE,0
GSM1585591,GSE64998,T2D-obese7,T2D,ObeseT2D,10.9707762657081,FALSE,0.137119455648573,FALSE,0,0.290180965159009,1.00444494109724,FALSE,0
GSM1585592,GSE64998,non-obese1,Control,Lean,12.1563377009522,FALSE,-0.582793276473217,FALSE,0,0.289171992708568,1.01529188701352,FALSE,0
GSM1585593,GSE64998,non-obese2,Control,Lean,9.10017735094426,FALSE,0.333322402973991,FALSE,0,0.249715544056357,1.00363082011792,FALSE,0
GSM1585594,GSE64998,non-obese3,Control,Lean,14.523191643058,FALSE,-0.50281013085965,FALSE,0,0.268861717904128,1.00288845407359,FALSE,0
GSM1585595,GSE64998,non-obese4,Control,Lean,14.3047244359952,FALSE,0.18329532806918,FALSE,0.00025239796759724,0.233422611185983,0.996284816667478,FALSE,0
GSM1585596,GSE64998,non-obese5,Control,Lean,20.8301563890074,FALSE,-1.346259698079,FALSE,0,0.301526665796004,1.00628137480087,FALSE,0
