gene,GSM391693,GSM391694,GSM391695,GSM391696,GSM391697,GSM391698,GSM391699,GSM391700,GSM391701,GSM391702,GSM391703,GSM391704,GSM391705,GSM391706,GSM391707,GSM391708,GSM391709,GSM391710,GSM1585577,GSM1585578,GSM1585579,GSM1585580,GSM1585581,GSM1585582,GSM1585583,GSM1585584,GSM1585585,GSM1585586,GSM1585587,GSM1585588,GSM1585589,GSM1585590,GSM1585591,GSM1585592,GSM1585593,GSM1585594,GSM1585595,GSM1585596,GSM1585597
A1CF,11.2324001233824,11.3729635143439,11.2917382144337,11.1261641372743,11.0191484900145,11.536704766188,11.018017326599,11.2123866808614,10.8701420401958,11.4346919969685,10.8892506674286,10.5069634717624,11.2784985083776,11.0981149239723,11.2855119414745,11.1439533074224,10.9838311496477,11.1251191791193,11.2064531116353,11.184558876297,11.2104873313208,11.1080134181236,11.164130323876,11.2688748258571,11.0965729870375,11.3710542311677,11.3660406998038,10.9739363965595,10.9255542585354,11.0926283341699,11.284597362936,10.9888240472167,10.8650714556461,11.2797768278782,11.2707919293344,11.1770105070254,11.3050612718207,10.9145726645479,11.1976238848418
A2M,11.1127160280153,11.5607334079207,11.8708925026697,11.0591931963385,11.6984564386581,12.0371555685047,11.6648820440224,10.9402132179694,11.6013340453703,11.5191366294098,11.349832199044,11.2886514508896,11.872579501816,11.7571405395041,10.9335808714747,11.3600083233169,11.7522796511557,11.8094159013497,12.0054524069114,11.0427285566432,11.399982684534,11.0634582221289,11.8794398696515,11.2200456721314,11.6925763867234,11.5101848440843,11.9828383868146,11.7272479507677,11.3750488792296,11.4998352074339,10.7875909128795,12.3236316869812,11.5248946385752,11.6872538036495,10.8599753320002,11.9743411861553,11.0647984125425,11.3021584602512,11.652961130667
A4GALT,4.8282756567055,4.63789325664927,4.66077682741388,4.256043619405,4.56422849999924,5.00227173225345,4.66457817171659,4.91801820047128,5.13407201039287,4.92087358549773,4.96135708494259,4.74822693740384,4.54871357944846,4.00681691238646,4.9877607759918,4.93873120036166,4.76884092659939,4.95618454300957,4.50410685155289,4.57413359754888,4.77282297892795,4.48486073393098,4.73943005566127,4.58545994260089,4.73943005566127,4.63259318426505,4.3132645328832,5.01474725790682,5.16257383727733,4.79049670788957,4.77045623554511,5.11485022722014,4.58604798500172,4.92558866425977,4.92236139663925,4.53257055291026,4.71379118106692,5.19562467849608,4.42262264468595
AAAS,7.63388685833722,7.46869836615655,7.62823998151942,7.61894608343591,7.58135834200088,7.97174503423899,7.89316016862245,7.65867903066007,7.84514145017283,7.78551346126301,7.94885528867526,7.7995696925804,7.51244823754982,7.5123853862951,8.02940521167868,7.86247998064602,7.63523167978375,7.855781964108,7.79555944799968,7.6312250500083,7.97099541140501,7.84524708778814,7.72745036516561,7.82397901434265,7.64684620943617,7.72745036516561,7.84612197709218,7.74100032719746,7.70747164586111,7.69610905228839,7.8465560479462,7.72276939952975,7.55962728923493,7.47720494146152,7.9200270343874,7.64221218089947,7.59587139938845,7.85769452184706,7.77680817615312
AACS,5.39996186836033,5.51226562986027,5.55834583025157,5.52992029004395,5.44129651737322,5.30189454183119,5.36998189763495,5.45567754942917,5.7591139970695,5.6439885794909,5.45959302111113,5.32988993559182,5.28661426890996,5.25722397892775,5.6941991263239,5.62277573840184,5.40152500001516,5.28779114010938,5.48113218445243,5.13512321436103,5.36777245902382,5.40929511197991,5.35051604200093,5.5117411296175,5.60739165585364,5.79497169429704,5.84785212469436,5.51623445792689,5.26728377552298,5.75225649820353,5.87736596361286,5.75610280880089,5.20909350988002,4.76523842867787,5.52551302409135,5.63227415960931,4.98847076522838,5.32346961710646,5.38218943864727
AADAC,10.4357429455152,10.3588805430233,10.3522112459791,10.1876021973297,9.71288171491755,10.3198718812655,10.3178754143163,10.5212884191375,9.70158176853317,10.1459084754911,10.04355180731,9.91639590052606,10.1617783549197,9.83770404488295,10.1038629023146,9.9422323861278,10.2628732726492,10.7171610902744,10.1333676843275,9.87133335108387,10.5285186729381,10.5022135089456,10.1060054866163,10.5818024238664,10.5852791034858,10.0299551942962,10.6588240269465,9.85165534972475,10.0450206865583,10.2095093422395,9.7573707680927,9.93135985532753,10.0749673653043,10.4423595994521,10.1596334329693,10.2283570878488,10.0825452775805,10.0965842649382,10.2450421083578
AAGAB,6.23267532072182,6.12412628747946,6.0082095544114,6.09554848316122,6.1973035769885,6.08017596407299,5.97619649015218,6.13107186484019,6.60387262696573,6.32511978707506,6.32439701925683,6.19306052428039,6.27654265919742,6.2276271162354,6.06769806629164,6.33696969400763,6.14747273308591,6.34447375256619,6.22553444171476,5.92287382549649,6.33151850237933,6.62301590262477,6.06800689590486,6.24513881478296,6.23588700168138,6.36688518734617,6.17565448494522,6.6580059315191,6.06318870638801,6.27347279496468,6.37229761099093,6.28980424586434,6.18115560102815,5.95930726184316,5.87000638481128,6.21141829848905,6.00449815601404,5.88093465150816,6.07843621361043
AAK1,7.38529523498173,7.00477481079725,7.12167192334714,7.22473727394036,7.17065028011898,7.29962743162893,6.99161959767778,7.2197511069005,7.38793811688366,7.39757268352909,7.24437045692597,7.19541907590914,7.17731048523969,7.29902343057587,7.27217283563938,7.26687832373824,7.08658430295793,7.32127371488945,7.32998919104905,7.40748587971181,7.23494929643462,7.14421056614797,7.20318898371761,7.14146560579489,7.23494929643462,7.27406795905442,7.20125050149696,7.43470927018054,7.45245278581054,6.94788360437355,7.10356668780471,7.24761029467401,7.23506743282222,6.96267624780605,7.31488633782244,7.35988990237799,7.04736856509863,7.42090308493194,7.05707513888751
AAMDC,6.74583945301198,6.90332140616116,6.72416861138455,6.55388013107421,6.6391686594098,6.9987327320727,6.68028953674381,6.75011637388115,6.69368931655436,6.93313778991077,6.73663089414208,6.61844958033137,6.90761593901371,6.57656247110907,6.67216313903862,6.74837172127477,6.5878465149926,6.55415217113049,6.8881346885748,6.66943144158683,6.69693177629234,6.73464678892173,6.74229540493188,6.8547120516871,6.7275674626099,6.50842561359149,6.70945963374101,6.60626142803569,6.81768765636633,6.70998554525574,6.80321914482824,6.31794747894449,6.43537743187294,6.93690690948659,6.86441960331445,6.98645659346894,6.91167251864446,6.58596454801419,6.88582166491891
AAMP,7.42518242142225,7.50186551669304,7.11206596520784,7.33961449851001,7.19556176443586,8.11977765595076,7.98801903616931,7.78325855299765,7.58258374600004,7.85603234533973,8.17862723073394,8.12124498508712,7.28924687288762,7.24751411315806,8.14287986090183,7.87461521175545,7.81582781884316,7.98685601908899,7.27121126725432,7.47794678893096,7.94496608203377,7.92616891788763,7.66680007726874,7.81357185211855,7.92835049592895,7.77852233500045,7.49454168919116,7.63298839640435,7.71222972312518,7.85439225921288,7.70488003067456,7.68809730667539,7.5903793900381,7.48532544172827,7.6904154334791,7.76319578495433,8.22901487106827,7.41876500934711,7.53989417670728
