GSM,dataset,title,group3,pca_dist,flag_pca,Zk,flag_zk,RLE_median,RLE_IQR,NUSE_median,flag_array,n_flags
GSM1585577,GSE64998,ND-obese1,ObeseND,22.1146217332717,FALSE,-1.36121236971622,FALSE,0,0.272622357688771,0.994837633694357,FALSE,0
GSM1585578,GSE64998,ND-obese2,ObeseND,5.75341063416626,FALSE,0.309821168919443,FALSE,0,0.285941969160934,1.0101962709185,FALSE,0
GSM1585579,GSE64998,ND-obese3,ObeseND,2.49839130971164,FALSE,0.0459209595148007,FALSE,0,0.24635610240238,1.00189374780393,FALSE,0
GSM1585580,GSE64998,ND-obese4,ObeseND,13.2465199725698,FALSE,-0.0759906254077348,FALSE,0,0.278042896363426,0.997618448081659,FALSE,0
GSM1585581,GSE64998,ND-obese5,ObeseND,9.11218744101185,FALSE,1.15210375217858,FALSE,0,0.234090697281568,1,FALSE,0
GSM1585582,GSE64998,ND-obese6,ObeseND,8.05855652527544,FALSE,1.1951634846446,FALSE,0,0.212173345775066,0.995798153603088,FALSE,0
GSM1585583,GSE64998,ND-obese7,ObeseND,7.24393093453382,FALSE,1.09529717368052,FALSE,0,0.221991356189883,0.999242186785859,FALSE,0
GSM1585584,GSE64998,ND-obese8,ObeseND,7.75690073187055,FALSE,1.2694651907752,FALSE,0,0.222014615092923,1.00476437133195,FALSE,0
GSM1585585,GSE64998,T2D-obese1,ObeseT2D,4.90796777139768,FALSE,0.66791041450056,FALSE,0,0.244309596213438,0.99726217587319,FALSE,0
GSM1585586,GSE64998,T2D-obese2,ObeseT2D,14.178877919479,FALSE,-0.116187725731513,FALSE,-0.00816983975182506,0.238797901617991,0.9972840328875,FALSE,0
GSM1585587,GSE64998,T2D-obese3,ObeseT2D,5.13908282483404,FALSE,0.841541077540276,FALSE,0,0.228661310038271,1,FALSE,0
GSM1585588,GSE64998,T2D-obese4,ObeseT2D,8.71639805147656,FALSE,1.15429383149249,FALSE,0,0.236198279762806,1.00135846850941,FALSE,0
GSM1585589,GSE64998,T2D-obese5,ObeseT2D,19.6271139421375,FALSE,-0.40032674114656,FALSE,0.0123616365236554,0.235656286638263,1,FALSE,0
GSM1585590,GSE64998,T2D-obese6,ObeseT2D,12.2343231225436,FALSE,0.506451374312377,FALSE,0,0.240427271378068,1,FALSE,0
GSM1585591,GSE64998,T2D-obese7,ObeseT2D,12.369580530368,FALSE,0.362935996841741,FALSE,0,0.290180965159009,1.00444494109724,FALSE,0
GSM1585592,GSE64998,non-obese1,Lean,13.6868273324347,FALSE,-0.190166748363665,FALSE,0,0.289171992708568,1.01529188701352,FALSE,0
GSM1585593,GSE64998,non-obese2,Lean,6.92970241535208,FALSE,0.53623775998526,FALSE,0,0.249715544056357,1.00363082011792,FALSE,0
GSM1585594,GSE64998,non-obese3,Lean,13.3301245047223,FALSE,-0.185892277072597,FALSE,0,0.268861717904128,1.00288845407359,FALSE,0
GSM1585595,GSE64998,non-obese4,Lean,13.9419405166688,FALSE,0.282489903789946,FALSE,0.00025239796759724,0.233422611185983,0.996284816667478,FALSE,0
GSM1585596,GSE64998,non-obese5,Lean,16.0551987631416,FALSE,-1.13691439872445,FALSE,0,0.301526665796004,1.00628137480087,FALSE,0
GSM1585597,GSE64998,non-obese6,Lean,8.11494057631319,FALSE,1.19009738635472,FALSE,0,0.205728244713463,0.991964569642411,FALSE,0
GSM391693,GSE15653,Liver_Lean_rep1,Lean,18.1601780819086,FALSE,0.668697150886526,FALSE,-0.00024262940324693,0.270384197154896,0.992219847120866,FALSE,0
GSM391694,GSE15653,Liver_Lean_rep2,Lean,25.3615331174138,FALSE,-0.66692038575351,FALSE,-0.0138863877868136,0.314093261460131,0.998033999614591,FALSE,0
GSM391695,GSE15653,Liver_Lean_rep3,Lean,26.0154563591616,FALSE,-0.857429513929042,FALSE,-0.013920409909451,0.315692646450481,1.00209515577383,FALSE,0
GSM391696,GSE15653,Liver_Lean_rep4,Lean,18.8412805132727,FALSE,-0.154902150498273,FALSE,0.0215350661760532,0.329226462576416,1.00603376630942,FALSE,0
GSM391697,GSE15653,Liver_Lean_rep5,Lean,21.3029302512212,FALSE,-0.67028944395611,FALSE,0.00920046434113431,0.327838250441932,1.00626340422333,FALSE,0
GSM391698,GSE15653,Liver_Obese_noDM_rep1,ObeseND,17.2186465445459,FALSE,0.396369859467339,FALSE,-0.00682917682613216,0.251082384527191,0.989023811280179,FALSE,0
GSM391699,GSE15653,Liver_Obese_noDM_rep2,ObeseND,19.6083809434891,FALSE,0.34777209862964,FALSE,-0.0287226151641855,0.283146435541751,0.987044844482119,FALSE,0
GSM391700,GSE15653,Liver_Obese_noDM_rep3,ObeseND,15.4632455567108,FALSE,0.0900331247627276,FALSE,0.018456747656205,0.237759167371786,0.99877583566814,FALSE,0
GSM391701,GSE15653,Liver_Obese_noDM_rep4,ObeseND,35.6506932998465,FALSE,-2.32804629195187,FALSE,0.0253039172477312,0.456011617890135,1.02624400825286,FALSE,0
GSM391702,GSE15653,Liver_Obese_DM_well-controlled_rep1,ObeseT2D,12.5867621275776,FALSE,0.561131403506717,FALSE,0.00809977802664408,0.258862689340902,0.999987530110847,FALSE,0
GSM391703,GSE15653,Liver_Obese_DM_well-controlled_rep2,ObeseT2D,30.8559185198744,FALSE,-2.12075084345667,FALSE,-0.00675441433664048,0.425544116807131,1.01388752827644,FALSE,0
GSM391704,GSE15653,Liver_Obese_DM_well-controlled_rep3,ObeseT2D,30.1305245497338,FALSE,-2.76979204915435,TRUE,0.00666388920133354,0.399323142154468,1.00455395903278,FALSE,1
GSM391705,GSE15653,Liver_Obese_DM_well-controlled_rep4,ObeseT2D,20.955707851472,FALSE,0.537848446200428,FALSE,0.00760759356354068,0.292048836703956,0.998816733008662,FALSE,0
GSM391706,GSE15653,Liver_Obese_DM_well-controlled_rep5,ObeseT2D,31.7420721936871,FALSE,-1.30444245583445,FALSE,0.0227335798551982,0.404120305098049,1.02143116775403,FALSE,0
GSM391707,GSE15653,Liver_Obese_DM_poorly-controlled_rep1,ObeseT2D,22.8599103999394,FALSE,-0.307449180786181,FALSE,-0.0207591595318766,0.340821375354462,0.999153429872189,FALSE,0
GSM391708,GSE15653,Liver_Obese_DM_poorly-controlled_rep2,ObeseT2D,21.6591175675007,FALSE,-0.419967715507592,FALSE,-0.00866176082106485,0.303359467912219,1,FALSE,0
GSM391709,GSE15653,Liver_Obese_DM_poorly-controlled_rep3,ObeseT2D,9.39530804590545,FALSE,0.865924646927024,FALSE,-0.0143909842247734,0.226311210088792,0.987830484187368,FALSE,0
GSM391710,GSE15653,Liver_Obese_DM_poorly-controlled_rep4,ObeseT2D,4.6813819022673,FALSE,0.989174712079881,FALSE,0.00364342851469246,0.223678591799226,0.99392319299699,FALSE,0
